ID,invoiceDate,total,status,customer_ID
1,2009-01-01T11:45:32Z,1.98,1,2
2,2009-01-02T11:45:32Z,3.96,1,4
3,2009-01-03T11:45:32Z,5.94,1,8
4,2009-01-06T11:45:32Z,8.91,1,14
5,2009-01-11T11:45:32Z,13.86,1,23
6,2009-01-19T11:45:32Z,0.99,1,37
7,2009-02-01T11:45:32Z,1.98,1,38
8,2009-02-01T11:45:32Z,1.98,1,40
9,2009-02-02T11:45:32Z,3.96,1,42
10,2009-02-03T11:45:32Z,5.94,1,46
11,2009-02-06T11:45:32Z,8.91,1,52
12,2009-02-11T11:45:32Z,13.86,1,2
13,2009-02-19T11:45:32Z,0.99,1,16
14,2009-03-04T11:45:32Z,1.98,1,17
15,2009-03-04T11:45:32Z,1.98,1,19
16,2009-03-05T11:45:32Z,3.96,1,21
17,2009-03-06T11:45:32Z,5.94,1,25
18,2009-03-09T11:45:32Z,8.91,1,31
19,2009-03-14T11:45:32Z,13.86,1,40
20,2009-03-22T11:45:32Z,0.99,1,54
21,2009-04-04T11:45:32Z,1.98,1,55
22,2009-04-04T11:45:32Z,1.98,1,57
23,2009-04-05T11:45:32Z,3.96,1,59
24,2009-04-06T11:45:32Z,5.94,1,4
25,2009-04-09T11:45:32Z,8.91,1,10
26,2009-04-14T11:45:32Z,13.86,1,19
27,2009-04-22T11:45:32Z,0.99,1,33
28,2009-05-05T11:45:32Z,1.98,1,34
29,2009-05-05T11:45:32Z,1.98,1,36
30,2009-05-06T11:45:32Z,3.96,1,38
31,2009-05-07T11:45:32Z,5.94,1,42
32,2009-05-10T11:45:32Z,8.91,1,48
33,2009-05-15T11:45:32Z,13.86,1,57
34,2009-05-23T11:45:32Z,0.99,1,12
35,2009-06-05T11:45:32Z,1.98,1,13
36,2009-06-05T11:45:32Z,1.98,1,15
37,2009-06-06T11:45:32Z,3.96,1,17
38,2009-06-07T11:45:32Z,5.94,1,21
39,2009-06-10T11:45:32Z,8.91,1,27
40,2009-06-15T11:45:32Z,13.86,1,36
41,2009-06-23T11:45:32Z,0.99,1,50
42,2009-07-06T11:45:32Z,1.98,1,51
43,2009-07-06T11:45:32Z,1.98,1,53
44,2009-07-07T11:45:32Z,3.96,1,55
45,2009-07-08T11:45:32Z,5.94,1,59
46,2009-07-11T11:45:32Z,8.91,1,6
47,2009-07-16T11:45:32Z,13.86,1,15
48,2009-07-24T11:45:32Z,0.99,1,29
49,2009-08-06T11:45:32Z,1.98,1,30
50,2009-08-06T11:45:32Z,1.98,1,32
51,2009-08-07T11:45:32Z,3.96,1,34
52,2009-08-08T11:45:32Z,5.94,1,38
53,2009-08-11T11:45:32Z,8.91,1,44
54,2009-08-16T11:45:32Z,13.86,1,53
55,2009-08-24T11:45:32Z,0.99,1,8
56,2009-09-06T11:45:32Z,1.98,1,9
57,2009-09-06T11:45:32Z,1.98,1,11
58,2009-09-07T11:45:32Z,3.96,1,13
59,2009-09-08T11:45:32Z,5.94,1,17
60,2009-09-11T11:45:32Z,8.91,1,23
61,2009-09-16T11:45:32Z,13.86,1,32
62,2009-09-24T11:45:32Z,0.99,1,46
63,2009-10-07T11:45:32Z,1.98,1,47
64,2009-10-07T11:45:32Z,1.98,1,49
65,2009-10-08T11:45:32Z,3.96,1,51
66,2009-10-09T11:45:32Z,5.94,1,55
67,2009-10-12T11:45:32Z,8.91,1,2
68,2009-10-17T11:45:32Z,13.86,1,11
69,2009-10-25T11:45:32Z,0.99,1,25
70,2009-11-07T11:45:32Z,1.98,1,26
71,2009-11-07T11:45:32Z,1.98,1,28
72,2009-11-08T11:45:32Z,3.96,1,30
73,2009-11-09T11:45:32Z,5.94,1,34
74,2009-11-12T11:45:32Z,8.91,1,40
75,2009-11-17T11:45:32Z,13.86,1,49
76,2009-11-25T11:45:32Z,0.99,1,4
77,2009-12-08T11:45:32Z,1.98,1,5
78,2009-12-08T11:45:32Z,1.98,1,7
79,2009-12-09T11:45:32Z,3.96,1,9
80,2009-12-10T11:45:32Z,5.94,1,13
81,2009-12-13T11:45:32Z,8.91,1,19
82,2009-12-18T11:45:32Z,13.86,1,28
83,2009-12-26T11:45:32Z,0.99,1,42
84,2010-01-08T11:45:32Z,1.98,1,43
85,2010-01-08T11:45:32Z,1.98,1,45
86,2010-01-09T11:45:32Z,3.96,1,47
87,2010-01-10T11:45:32Z,6.94,1,51
88,2010-01-13T11:45:32Z,17.91,1,57
89,2010-01-18T11:45:32Z,18.86,1,7
90,2010-01-26T11:45:32Z,0.99,1,21
91,2010-02-08T11:45:32Z,1.98,1,22
92,2010-02-08T11:45:32Z,1.98,1,24
93,2010-02-09T11:45:32Z,3.96,1,26
94,2010-02-10T11:45:32Z,5.94,1,30
95,2010-02-13T11:45:32Z,8.91,1,36
96,2010-02-18T11:45:32Z,21.86,1,45
97,2010-02-26T11:45:32Z,1.99,1,59
98,2010-03-11T11:45:32Z,3.98,1,1
99,2010-03-11T11:45:32Z,3.98,1,3
100,2010-03-12T11:45:32Z,3.96,1,5
101,2010-03-13T11:45:32Z,5.94,1,9
102,2010-03-16T11:45:32Z,9.91,1,15
103,2010-03-21T11:45:32Z,15.86,1,24
104,2010-03-29T11:45:32Z,0.99,1,38
105,2010-04-11T11:45:32Z,1.98,1,39
106,2010-04-11T11:45:32Z,1.98,1,41
107,2010-04-12T11:45:32Z,3.96,1,43
108,2010-04-13T11:45:32Z,5.94,1,47
109,2010-04-16T11:45:32Z,8.91,1,53
110,2010-04-21T11:45:32Z,13.86,1,3
111,2010-04-29T11:45:32Z,0.99,1,17
112,2010-05-12T11:45:32Z,1.98,1,18
113,2010-05-12T11:45:32Z,1.98,1,20
114,2010-05-13T11:45:32Z,3.96,1,22
115,2010-05-14T11:45:32Z,5.94,1,26
116,2010-05-17T11:45:32Z,8.91,1,32
117,2010-05-22T11:45:32Z,13.86,1,41
118,2010-05-30T11:45:32Z,0.99,1,55
119,2010-06-12T11:45:32Z,1.98,1,56
120,2010-06-12T11:45:32Z,1.98,1,58
121,2010-06-13T11:45:32Z,3.96,1,1
122,2010-06-14T11:45:32Z,5.94,1,5
123,2010-06-17T11:45:32Z,8.91,1,11
124,2010-06-22T11:45:32Z,13.86,1,20
125,2010-06-30T11:45:32Z,0.99,1,34
126,2010-07-13T11:45:32Z,1.98,1,35
127,2010-07-13T11:45:32Z,1.98,1,37
128,2010-07-14T11:45:32Z,3.96,1,39
129,2010-07-15T11:45:32Z,5.94,1,43
130,2010-07-18T11:45:32Z,8.91,1,49
131,2010-07-23T11:45:32Z,13.86,1,58
132,2010-07-31T11:45:32Z,0.99,1,13
133,2010-08-13T11:45:32Z,1.98,1,14
134,2010-08-13T11:45:32Z,1.98,1,16
135,2010-08-14T11:45:32Z,3.96,1,18
136,2010-08-15T11:45:32Z,5.94,1,22
137,2010-08-18T11:45:32Z,8.91,1,28
138,2010-08-23T11:45:32Z,13.86,1,37
139,2010-08-31T11:45:32Z,0.99,1,51
140,2010-09-13T11:45:32Z,1.98,1,52
141,2010-09-13T11:45:32Z,1.98,1,54
142,2010-09-14T11:45:32Z,3.96,1,56
143,2010-09-15T11:45:32Z,5.94,1,1
144,2010-09-18T11:45:32Z,8.91,1,7
145,2010-09-23T11:45:32Z,13.86,1,16
146,2010-10-01T11:45:32Z,0.99,1,30
147,2010-10-14T11:45:32Z,1.98,1,31
148,2010-10-14T11:45:32Z,1.98,1,33
149,2010-10-15T11:45:32Z,3.96,1,35
150,2010-10-16T11:45:32Z,5.94,1,39
151,2010-10-19T11:45:32Z,8.91,1,45
152,2010-10-24T11:45:32Z,13.86,1,54
153,2010-11-01T11:45:32Z,0.99,1,9
154,2010-11-14T11:45:32Z,1.98,1,10
155,2010-11-14T11:45:32Z,1.98,1,12
156,2010-11-15T11:45:32Z,3.96,1,14
157,2010-11-16T11:45:32Z,5.94,1,18
158,2010-11-19T11:45:32Z,8.91,1,24
159,2010-11-24T11:45:32Z,13.86,1,33
160,2010-12-02T11:45:32Z,0.99,1,47
161,2010-12-15T11:45:32Z,1.98,1,48
162,2010-12-15T11:45:32Z,1.98,1,50
163,2010-12-16T11:45:32Z,3.96,1,52
164,2010-12-17T11:45:32Z,5.94,1,56
165,2010-12-20T11:45:32Z,8.91,1,3
166,2010-12-25T11:45:32Z,13.86,1,12
167,2011-01-02T11:45:32Z,0.99,1,26
168,2011-01-15T11:45:32Z,1.98,1,27
169,2011-01-15T11:45:32Z,1.98,1,29
170,2011-01-16T11:45:32Z,3.96,1,31
171,2011-01-17T11:45:32Z,5.94,1,35
172,2011-01-20T11:45:32Z,8.91,1,41
173,2011-01-25T11:45:32Z,13.86,1,50
174,2011-02-02T11:45:32Z,0.99,1,5
175,2011-02-15T11:45:32Z,1.98,1,6
176,2011-02-15T11:45:32Z,1.98,1,8
177,2011-02-16T11:45:32Z,3.96,1,10
178,2011-02-17T11:45:32Z,5.94,1,14
179,2011-02-20T11:45:32Z,8.91,1,20
180,2011-02-25T11:45:32Z,13.86,1,29
181,2011-03-05T11:45:32Z,0.99,1,43
182,2011-03-18T11:45:32Z,1.98,1,44
183,2011-03-18T11:45:32Z,1.98,1,46
184,2011-03-19T11:45:32Z,3.96,1,48
185,2011-03-20T11:45:32Z,5.94,1,52
186,2011-03-23T11:45:32Z,8.91,1,58
187,2011-03-28T11:45:32Z,13.86,1,8
188,2011-04-05T11:45:32Z,0.99,1,22
189,2011-04-18T11:45:32Z,1.98,1,23
190,2011-04-18T11:45:32Z,1.98,1,25
191,2011-04-19T11:45:32Z,3.96,1,27
192,2011-04-20T11:45:32Z,5.94,1,31
193,2011-04-23T11:45:32Z,14.91,1,37
194,2011-04-28T11:45:32Z,21.86,1,46
195,2011-05-06T11:45:32Z,0.99,1,1
196,2011-05-19T11:45:32Z,1.98,1,2
197,2011-05-19T11:45:32Z,1.98,1,4
198,2011-05-20T11:45:32Z,3.96,1,6
199,2011-05-21T11:45:32Z,5.94,1,10
200,2011-05-24T11:45:32Z,8.91,1,16
201,2011-05-29T11:45:32Z,18.86,1,25
202,2011-06-06T11:45:32Z,1.99,1,39
203,2011-06-19T11:45:32Z,2.98,1,40
204,2011-06-19T11:45:32Z,3.98,1,42
205,2011-06-20T11:45:32Z,7.96,1,44
206,2011-06-21T11:45:32Z,8.94,1,48
207,2011-06-24T11:45:32Z,8.91,1,54
208,2011-06-29T11:45:32Z,15.86,1,4
209,2011-07-07T11:45:32Z,0.99,1,18
210,2011-07-20T11:45:32Z,1.98,1,19
211,2011-07-20T11:45:32Z,1.98,1,21
212,2011-07-21T11:45:32Z,3.96,1,23
213,2011-07-22T11:45:32Z,5.94,1,27
214,2011-07-25T11:45:32Z,8.91,1,33
215,2011-07-30T11:45:32Z,13.86,1,42
216,2011-08-07T11:45:32Z,0.99,1,56
217,2011-08-20T11:45:32Z,1.98,1,57
218,2011-08-20T11:45:32Z,1.98,1,59
219,2011-08-21T11:45:32Z,3.96,1,2
220,2011-08-22T11:45:32Z,5.94,1,6
221,2011-08-25T11:45:32Z,8.91,1,12
222,2011-08-30T11:45:32Z,13.86,1,21
223,2011-09-07T11:45:32Z,0.99,1,35
224,2011-09-20T11:45:32Z,1.98,1,36
225,2011-09-20T11:45:32Z,1.98,1,38
226,2011-09-21T11:45:32Z,3.96,1,40
227,2011-09-22T11:45:32Z,5.94,1,44
228,2011-09-25T11:45:32Z,8.91,1,50
229,2011-09-30T11:45:32Z,13.86,1,59
230,2011-10-08T11:45:32Z,0.99,1,14
231,2011-10-21T11:45:32Z,1.98,1,15
232,2011-10-21T11:45:32Z,1.98,1,17
233,2011-10-22T11:45:32Z,3.96,1,19
234,2011-10-23T11:45:32Z,5.94,1,23
235,2011-10-26T11:45:32Z,8.91,1,29
236,2011-10-31T11:45:32Z,13.86,1,38
237,2011-11-08T11:45:32Z,0.99,1,52
238,2011-11-21T11:45:32Z,1.98,1,53
239,2011-11-21T11:45:32Z,1.98,1,55
240,2011-11-22T11:45:32Z,3.96,1,57
241,2011-11-23T11:45:32Z,5.94,1,2
242,2011-11-26T11:45:32Z,8.91,1,8
243,2011-12-01T11:45:32Z,13.86,1,17
244,2011-12-09T11:45:32Z,0.99,1,31
245,2011-12-22T11:45:32Z,1.98,1,32
246,2011-12-22T11:45:32Z,1.98,1,34
247,2011-12-23T11:45:32Z,3.96,1,36
248,2011-12-24T11:45:32Z,5.94,1,40
249,2011-12-27T11:45:32Z,8.91,1,46
250,2012-01-01T11:45:32Z,13.86,1,55
251,2012-01-09T11:45:32Z,0.99,1,10
252,2012-01-22T11:45:32Z,1.98,1,11
253,2012-01-22T11:45:32Z,1.98,1,13
254,2012-01-23T11:45:32Z,3.96,1,15
255,2012-01-24T11:45:32Z,5.94,1,19
256,2012-01-27T11:45:32Z,8.91,1,25
257,2012-02-01T11:45:32Z,13.86,1,34
258,2012-02-09T11:45:32Z,0.99,1,48
259,2012-02-22T11:45:32Z,1.98,1,49
260,2012-02-22T11:45:32Z,1.98,1,51
261,2012-02-23T11:45:32Z,3.96,1,53
262,2012-02-24T11:45:32Z,5.94,1,57
263,2012-02-27T11:45:32Z,8.91,1,4
264,2012-03-03T11:45:32Z,13.86,1,13
265,2012-03-11T11:45:32Z,0.99,1,27
266,2012-03-24T11:45:32Z,1.98,1,28
267,2012-03-24T11:45:32Z,1.98,1,30
268,2012-03-25T11:45:32Z,3.96,1,32
269,2012-03-26T11:45:32Z,5.94,1,36
270,2012-03-29T11:45:32Z,8.91,1,42
271,2012-04-03T11:45:32Z,13.86,1,51
272,2012-04-11T11:45:32Z,0.99,1,6
273,2012-04-24T11:45:32Z,1.98,1,7
274,2012-04-24T11:45:32Z,1.98,1,9
275,2012-04-25T11:45:32Z,3.96,1,11
276,2012-04-26T11:45:32Z,5.94,1,15
277,2012-04-29T11:45:32Z,8.91,1,21
278,2012-05-04T11:45:32Z,13.86,1,30
279,2012-05-12T11:45:32Z,0.99,1,44
280,2012-05-25T11:45:32Z,1.98,1,45
281,2012-05-25T11:45:32Z,1.98,1,47
282,2012-05-26T11:45:32Z,3.96,1,49
283,2012-05-27T11:45:32Z,5.94,1,53
284,2012-05-30T11:45:32Z,8.91,1,59
285,2012-06-04T11:45:32Z,13.86,1,9
286,2012-06-12T11:45:32Z,0.99,1,23
287,2012-06-25T11:45:32Z,1.98,1,24
288,2012-06-25T11:45:32Z,1.98,1,26
289,2012-06-26T11:45:32Z,3.96,1,28
290,2012-06-27T11:45:32Z,5.94,1,32
291,2012-06-30T11:45:32Z,8.91,1,38
292,2012-07-05T11:45:32Z,13.86,1,47
293,2012-07-13T11:45:32Z,0.99,1,2
294,2012-07-26T11:45:32Z,1.98,1,3
295,2012-07-26T11:45:32Z,1.98,1,5
296,2012-07-27T11:45:32Z,3.96,1,7
297,2012-07-28T11:45:32Z,5.94,1,11
298,2012-07-31T11:45:32Z,10.91,1,17
299,2012-08-05T11:45:32Z,23.86,1,26
300,2012-08-13T11:45:32Z,0.99,1,40
301,2012-08-26T11:45:32Z,1.98,1,41
302,2012-08-26T11:45:32Z,1.98,1,43
303,2012-08-27T11:45:32Z,3.96,1,45
304,2012-08-28T11:45:32Z,5.94,1,49
305,2012-08-31T11:45:32Z,8.91,1,55
306,2012-09-05T11:45:32Z,16.86,1,5
307,2012-09-13T11:45:32Z,1.99,1,19
308,2012-09-26T11:45:32Z,3.98,1,20
309,2012-09-26T11:45:32Z,3.98,1,22
310,2012-09-27T11:45:32Z,7.96,1,24
311,2012-09-28T11:45:32Z,11.94,1,28
312,2012-10-01T11:45:32Z,10.91,1,34
313,2012-10-06T11:45:32Z,16.86,1,43
314,2012-10-14T11:45:32Z,0.99,1,57
315,2012-10-27T11:45:32Z,1.98,1,58
316,2012-10-27T11:45:32Z,1.98,1,1
317,2012-10-28T11:45:32Z,3.96,1,3
318,2012-10-29T11:45:32Z,5.94,1,7
319,2012-11-01T11:45:32Z,8.91,1,13
320,2012-11-06T11:45:32Z,13.86,1,22
321,2012-11-14T11:45:32Z,0.99,1,36
322,2012-11-27T11:45:32Z,1.98,1,37
323,2012-11-27T11:45:32Z,1.98,1,39
324,2012-11-28T11:45:32Z,3.96,1,41
325,2012-11-29T11:45:32Z,5.94,1,45
326,2012-12-02T11:45:32Z,8.91,1,51
327,2012-12-07T11:45:32Z,13.86,1,1
328,2012-12-15T11:45:32Z,0.99,1,15
329,2012-12-28T11:45:32Z,1.98,1,16
330,2012-12-28T11:45:32Z,1.98,1,18
331,2012-12-29T11:45:32Z,3.96,1,20
332,2012-12-30T11:45:32Z,5.94,1,24
333,2013-01-02T11:45:32Z,8.91,1,30
334,2013-01-07T11:45:32Z,13.86,1,39
335,2013-01-15T11:45:32Z,0.99,1,53
336,2013-01-28T11:45:32Z,1.98,1,54
337,2013-01-28T11:45:32Z,1.98,1,56
338,2013-01-29T11:45:32Z,3.96,1,58
339,2013-01-30T11:45:32Z,5.94,1,3
340,2013-02-02T11:45:32Z,8.91,1,9
341,2013-02-07T11:45:32Z,13.86,1,18
342,2013-02-15T11:45:32Z,0.99,1,32
343,2013-02-28T11:45:32Z,1.98,1,33
344,2013-02-28T11:45:32Z,1.98,1,35
345,2013-03-01T11:45:32Z,3.96,1,37
346,2013-03-02T11:45:32Z,5.94,1,41
347,2013-03-05T11:45:32Z,8.91,1,47
348,2013-03-10T11:45:32Z,13.86,1,56
349,2013-03-18T11:45:32Z,0.99,1,11
350,2013-03-31T11:45:32Z,1.98,1,12
351,2013-03-31T11:45:32Z,1.98,1,14
352,2013-04-01T11:45:32Z,3.96,1,16
353,2013-04-02T11:45:32Z,5.94,1,20
354,2013-04-05T11:45:32Z,8.91,1,26
355,2013-04-10T11:45:32Z,13.86,1,35
356,2013-04-18T11:45:32Z,0.99,1,49
357,2013-05-01T11:45:32Z,1.98,1,50
358,2013-05-01T11:45:32Z,1.98,1,52
359,2013-05-02T11:45:32Z,3.96,1,54
360,2013-05-03T11:45:32Z,5.94,1,58
361,2013-05-06T11:45:32Z,8.91,1,5
362,2013-05-11T11:45:32Z,13.86,1,14
363,2013-05-19T11:45:32Z,0.99,1,28
364,2013-06-01T11:45:32Z,1.98,1,29
365,2013-06-01T11:45:32Z,1.98,1,31
366,2013-06-02T11:45:32Z,3.96,1,33
367,2013-06-03T11:45:32Z,5.94,1,37
368,2013-06-06T11:45:32Z,8.91,1,43
369,2013-06-11T11:45:32Z,13.86,1,52
370,2013-06-19T11:45:32Z,0.99,1,7
371,2013-07-02T11:45:32Z,1.98,1,8
372,2013-07-02T11:45:32Z,1.98,1,10
373,2013-07-03T11:45:32Z,3.96,1,12
374,2013-07-04T11:45:32Z,5.94,1,16
375,2013-07-07T11:45:32Z,8.91,1,22
376,2013-07-12T11:45:32Z,13.86,1,31
377,2013-07-20T11:45:32Z,0.99,1,45
378,2013-08-02T11:45:32Z,1.98,1,46
379,2013-08-02T11:45:32Z,1.98,1,48
380,2013-08-03T11:45:32Z,3.96,1,50
381,2013-08-04T11:45:32Z,5.94,1,54
382,2013-08-07T11:45:32Z,8.91,1,1
383,2013-08-12T11:45:32Z,13.86,1,10
384,2013-08-20T11:45:32Z,0.99,1,24
385,2013-09-02T11:45:32Z,1.98,1,25
386,2013-09-02T11:45:32Z,1.98,1,27
387,2013-09-03T11:45:32Z,3.96,1,29
388,2013-09-04T11:45:32Z,5.94,1,33
389,2013-09-07T11:45:32Z,8.91,1,39
390,2013-09-12T11:45:32Z,13.86,1,48
391,2013-09-20T11:45:32Z,0.99,1,3
392,2013-10-03T11:45:32Z,1.98,1,4
393,2013-10-03T11:45:32Z,1.98,1,6
394,2013-10-04T11:45:32Z,3.96,1,8
395,2013-10-05T11:45:32Z,5.94,1,12
396,2013-10-08T11:45:32Z,8.91,1,18
397,2013-10-13T11:45:32Z,13.86,1,27
398,2013-10-21T11:45:32Z,0.99,1,41
399,2013-11-03T11:45:32Z,1.98,1,42
400,2013-11-03T11:45:32Z,1.98,1,44
401,2013-11-04T11:45:32Z,3.96,1,46
402,2013-11-05T11:45:32Z,5.94,1,50
403,2013-11-08T11:45:32Z,8.91,1,56
404,2013-11-13T11:45:32Z,25.86,1,6
405,2013-11-21T11:45:32Z,0.99,1,20
406,2013-12-04T11:45:32Z,1.98,1,21
407,2013-12-04T11:45:32Z,1.98,1,23
408,2013-12-05T11:45:32Z,3.96,1,25
409,2013-12-06T11:45:32Z,5.94,1,29
410,2013-12-09T11:45:32Z,8.91,1,35
411,2013-12-14T11:45:32Z,13.86,1,44
412,2013-12-22T11:45:32Z,1.99,1,58
